categories,channel_id,crawl_date,dislike_count,display_id,duration,like_count,tags,title,upload_date,view_count,name_cc,subscribers_cc,country,is_stem_title,title_matched_keywords,is_stem_tags,tag_matched_tags,tag_matched_keywords
Education,UCbYmF43dpGHz8gi2ugiXr0Q,2019-11-15 06:14:39.937759,0.0,Ah2r7TCcE-U,491,40.0,"Medicine,Exam Preparation,Medical Videos,Meducation,Medical Education,Airway Resistance,Breathing and Lung Mechanics,Physiology,work of breathing,lungs function,respiratory system crash course,Lungs Physiology,USMLE Step 1,USMLE Step 2",Airway Resistance:  Breathing and Lung Mechanics – Physiology | Lecturio,2019-07-01 00:00:00,1588.0,Lecturio Medical Edu...,217745.0,US,True,physiology,True,"Lungs Physiology, Physiology",physiology
Education,UCs_6DXZROU29pLvgQdCx4Ww,2019-11-23 03:55:12.306126,126.0,LQtXu4k44Mo,335,5265.0,"Global Wealth Inequality - The TRUTH About The 1%,how to solve global wealth inequality,global wealth inequality over time,economic inequality definition,wealth inequality in america,Global Wealth Inequality,economic inequality,TRUTH About The 1%,Wealth Inequality,Global Inequality,world inequality,dan lok fu money,global educator,Global Wealth,The TRUTH,fu money,dan lok,The 1%,money,lok,dan,wealth,rich,income inequality,inequality,wealth gap",Global Wealth Inequality - The TRUTH About The 1%,2018-11-24 00:00:00,81791.0,Dan Lok,1900000.0,CA,True,inequality,True,"Global Inequality, Global Wealth Inequality, Global Wealth Inequality - The TRUTH About The 1%, Wealth Inequality, economic inequality, economic inequality definition, global wealth inequality over time, how to solve global wealth inequality, income inequality, inequality, wealth inequality in america, world inequality",inequality
Education,UCUdgDNPGYCRJraG3BGxF2UA,2019-11-12 20:10:07.288370,1.0,RThSYqEKAC4,127,14.0,"Dell,laptop,repair,tutorial,how-to,installation,computer,notebook,guide,tips,manual,video,E7240,Inspiron,Inspiron 11 (3147),CMOS Battery",Dell Inspiron 11 (3147) CMOS Battery How-To Video Tutorial,2014-12-02 00:00:00,3958.0,"Parts-People.Com, In...",43600.0,US,True,cmos,True,CMOS Battery,cmos
Education,UCPiuJvuyMVFSwcIdBCTpTyQ,2019-11-17 02:22:29.026342,66.0,NN2xMx-GlG8,373,774.0,"Class 11 Physics,hooks law,dronstudy.com,IIT-JEE,ncert,cbse,dronstudy,mechanical properties,rigid body,unacademy,iit jee,online coaching for iit jee,Mechanical Properties of Solids,byjus,toppr,strain,spring,iit jee video courses,jee main,Class XI Physics,matter,examfear,IIT Physics,solid mechanics,etoos,best online coaching for iit jee,mechanical properties of solids class 11,mechanical properties of solids class 11 iit jee",Rigid Body - Mechanical Properties of Solids : Class 11 | IIT-JEE Physics | Video Lecture in Hindi,2015-07-06 00:00:00,80772.0,Dronstudy.com,914000.0,IN,True,physics,True,"Class 11 Physics, Class XI Physics, IIT Physics",physics
Education,UCfzlCWGWYyIQ0aLC5w48gBQ,2019-11-19 16:05:37.768167,5.0,g4y0x3dptMs,519,283.0,"Kivy,Python (Programming Language),Mobile Application Development (Industry),games,programming,Tutorial (Media Genre),IOS (Operating System),Android (Operating System)",Kivy with Python tutorial Part 10 - Screen Manager,2015-02-26 00:00:00,44129.0,sentdex,728000.0,US,True,python,True,"Mobile Application Development (Industry), Python (Programming Language)","development, python"
Education,UCh6KFtW4a4Ozr81GI1cxaBQ,2019-11-23 06:23:33.368047,1.0,hSHNSw95Zzw,1359,85.0,"Arnold Kriegstein,CARTA,evolution,neural development,genetics",Cellular and Molecular Features of Human Brain Expansion and Evolution,2017-11-20 00:00:00,4765.0,University of Califo...,474000.0,US,True,evolution,True,"evolution, genetics, neural development","development, evolution, genetics"
Education,UCNW9djX3St9Wtb-oAsSEtkQ,2019-11-23 01:13:46.673512,0.0,qfXlFRWMp2U,2825,1.0,"counting,sum rule,product rule,combinatorics problems,counting divisors,bit strings,maps,Matemática Aplicada,EUI,UPM.",DISCRETE MATHS -- RELATIONS  1- February 25th,2011-08-08 00:00:00,2546.0,UPM,64347.0,ES,True,relations,True,"bit strings, counting, counting divisors","counting, strings"
Education,UC9dwpPww39UZt8vYE_UoZoA,2019-11-18 19:55:54.180468,1.0,gmtbkwAxEWA,795,286.0,"moof,university,biochemistry",Lipids (Part 4 of 11) - Triacylglycerols / Triglycerides,2015-04-18 00:00:00,23052.0,Moof University,44600.0,US,True,lipids,True,biochemistry,biochemistry
Education,UCoOjTxz-u5zU0W38zMkQIFw,2019-11-22 18:28:53.710834,2.0,xYFOADZlCS4,2309,140.0,"gaussian integral,gauss,integral,polar coordinates,exp,exp-x^2,integral from -infinity to infinity,infinity,normal,normal distribution,gaussian,calculus,math,peyam,dr peyam,residues,complex analysis,complex,residue,tau,e^(-z^2),rectangle,integrate over rectangle,integrate over small rectangle,contour,contour integration,residue at one pole,gaussian using complex,complex gaussian,u substitution,periodic",Gaussian Integral 11 Complex Analysis,2019-04-07 00:00:00,3558.0,Dr Peyam,30000.0,US,True,"analysis, integral",True,"calculus, complex analysis, gaussian integral, integral, integral from -infinity to infinity, polar coordinates, u substitution","analysis, calculus, integral, polar coordinates, substitution"
Education,UCqN_-tcYwwfn43us1-kRFJw,2019-11-15 11:02:30.808862,4.0,8hD3XFb2kTs,2646,71.0,"ketogenic,keto,low-carb,paleo,keto diet,keto diet for women,low-carb for women,hormones,estrogen,estrogen dominance,progesterone,female hormones,male hormones,keto hormones,women hormones,hormonal imbalance,period,period pain,keto period",Not OK? It's Your Hormones | The Keto Diet Podcast Ep 100 with Nicole Jardim,2018-08-25 00:00:00,2276.0,The Keto Diet - Heal...,176000.0,US,True,hormones,True,"female hormones, hormones, keto hormones, male hormones, women hormones",hormones
